category,description,item_type,uom,unit_cost,sample_count,source
Joinery,INSTALLING TIMBER FLOATING SHELVES,Mat,ea,81.93,1,Hilda 2021-22 x1.29
Joinery,Install Ikea cabinets into built robe s in bedrooms,Mat,ea,76.05,2,Benecia 2022-23 x1.17
Joinery,Install Rangehood and duct,Lab,Hour,82.5,1,Constitution 2024-25 x1.10
Joinery,Install benchtop surface protection,Mat,ea,49.72,2,Hilda 2021-22 x1.29
Joinery,Kitchen and pantry,Sub,Allowance,33800.0,1,Constitution 2024-25 x1.10
Joinery,Labour and materials to paint ladder to match flooring,MatLab,ea,330.0,1,Constitution 2024-25 x1.10
Joinery,Library cabinetry,Sub,Allowance,12499.99,1,Constitution 2024-25 x1.10
Joinery,Linen cabinetry,Sub,Allowance,3300.0,1,Constitution 2024-25 x1.10
Joinery,Master walk in robe cabinetry,Sub,Allowance,7899.99,1,Constitution 2024-25 x1.10
Joinery,"Measure, supply and install BBQ as per Starkey and Christoe Plans. Includes upholstered seat.",Sub,Ea,6873.09,2,Benecia 2022-23 x1.17
Joinery,"Measure, supply and install Entry cabinet as per Starkey and Christoe Plans. Includes upholstered seat.",Sub,Ea,5238.71,2,Benecia 2022-23 x1.17
Joinery,"Measure, supply and install Laundry as per Starkey and Christoe Plans.",Sub,Ea,6943.48,2,Benecia 2022-23 x1.17
Joinery,"Measure, supply and install Linen as per Starkey and Christoe Plans.",Sub,each,4940.31,2,Benecia 2022-23 x1.17
Joinery,"Measure, supply and install Living as per Starkey and Christoe Plans.",Sub,each,4780.51,2,Benecia 2022-23 x1.17
Joinery,"Measure, supply and install doors only to 4 x bedroom robes. Allowance is for 4 x even doors to suit opening 2000W x 2350H from jam to post. Post to be installed by builder. INCLUSIONS: - Standard Blum hinges - 2 Pack double step doors",Sub,each,3108.36,2,Benecia 2022-23 x1.17
Joinery,"Measure, supply and install stone to BBQ. - 40mm Caesarstone Palm Shade - Includes 350mmH splashback",Mat,each,9027.72,2,Benecia 2022-23 x1.17
Joinery,"Measure, supply and install stone to Laundry and Ikea unit. - 40mm Caesarstone Pure White",Mat,each,3931.2,2,Benecia 2022-23 x1.17
Joinery,Mudroom cabinetry,Sub,Allowance,7899.99,1,Constitution 2024-25 x1.10
Joinery,New Item,Mat,quantity,95522.12,2,Benecia 2022-23 x1.17; Hilda 2021-22 x1.29
Joinery,"OPTION NOT CURRENTLY INCLUDED. Above in 20mm/40mm Colonial White Granite - $5,520 Above in 30mm Colonial White Granite - $6,024",Mat,each,1.17,1,Benecia 2022-23 x1.17
Joinery,Pick up materials from Access Ladders in Lawnton,Mat,ea,82.5,1,Constitution 2024-25 x1.10
Joinery,Provisional Sum  lower bathroom vanity,MatLab,each,3870.0,2,Hilda 2021-22 x1.29
Joinery,Provisional Sum  lower bed 4 walk in robe,Mat,each,6450.0,2,Hilda 2021-22 x1.29
Joinery,Provisional Sum  lower bed 5 walk in robe,Mat,each,6450.0,2,Hilda 2021-22 x1.29
Joinery,Provisional Sum  lower laundry / bar,Sub,each,64500.0,2,Hilda 2021-22 x1.29
Joinery,Provisional Sum  lower storage cupboard,Mat,ea,3225.0,2,Hilda 2021-22 x1.29
Joinery,Provisional Sum  lower water closet vanity,Sub,each,1290.0,2,Hilda 2021-22 x1.29
Joinery,Provisional Sum Upper Ensuite vanity,Sub,Ea,5160.0,2,Hilda 2021-22 x1.29
Joinery,Provisional Sum Upper Walk in Robe,Sub,each,19350.0,2,Hilda 2021-22 x1.29
Joinery,Provisional Sum Upper bathroom vanity,Sub,Ea,3870.0,2,Hilda 2021-22 x1.29
Joinery,Provisional Sum allowance for Master Bedroom bookshelf as requested by clients. Not specified in plans,Sub,Allowance,460.0,1,Constitution 2024-25 x1.10
Joinery,Provisional Sum allowance for Media Room cabinetry as requested by clients. Not specified in plans.,Sub,Allowance,8690.0,1,Constitution 2024-25 x1.10
Joinery,Provisional Sum for stone benchtops due to regulation change.,Sub,Allowance,26449.5,2,Constitution 2024-25 x1.10
Joinery,Provisional Sum upper kitchen,Sub,Ea,46670.64,2,Hilda 2021-22 x1.29
Joinery,REVISED and ADJUSTED Starkey & Christoe quote and working drawings,Mat,Allowance,18341.58,1,Benecia 2022-23 x1.17
Joinery,"Stair storage door in white satin to be painted by others. Includes hinges, push to open and install.",MatLab,each,326.06,2,Benecia 2022-23 x1.17
Joinery,Supply and install 3x drawers to internal of pantry,Sub,Allowance,611.11,1,Constitution 2024-25 x1.10
Joinery,Supply and install 4x drawers to Bed 3 WIR,Sub,Allowance,611.11,1,Constitution 2024-25 x1.10
Joinery,Supply and install Symetra Laundry System 2x 35L laundry hamper.,Sub,Allowance,536.68,1,Constitution 2024-25 x1.10
Joinery,Supply and install Talostone splashback to powder room basin,Sub,Allowance,611.11,1,Constitution 2024-25 x1.10
Joinery,"Supply, and install library ladder by Access Ladders",Sub,ea,3880.0,1,Constitution 2024-25 x1.10
Joinery,Vanity units x 4 and 1 x shaving cabinet,Sub,Allowance,18799.99,1,Constitution 2024-25 x1.10
Laundry Renovation,"Demolish existing laundry. Cabinetry, wall linings, floor coverings, shelving. Remove linen wall - assumed non load bearing wall.",Lab,hr,71.94,1,Constitution 2024-25 x1.10
Laundry Renovation,Floor Waste x1,Mat,Allowance,55.0,1,Constitution 2024-25 x1.10
Laundry Renovation,Labour to lay floor tiles,Sub,m2,132.0,1,Constitution 2024-25 x1.10
Laundry Renovation,Labour to lay skirting tile,Sub,lm,66.0,1,Constitution 2024-25 x1.10
Laundry Renovation,Labour to lay splash back tiles,Sub,m2,132.0,1,Constitution 2024-25 x1.10
Laundry Renovation,Provision Sum for plumbing fit off and to relocate sink and taps if required,MatLab,Allowance,550.0,2,Constitution 2024-25 x1.10
Laundry Renovation,Provisional Sum Allowance to powder coat barn door track,Sub,Allowance,770.0,2,Constitution 2024-25 x1.10
Laundry Renovation,Provisional Sum for cabinetry. Subject to drawings/specification. Price based on cabinet makers hand sketch (in specifications) with approximate sizes.,Sub,Allowance,5690.0,1,Constitution 2024-25 x1.10
Laundry Renovation,Provisional Sum to hand paint cabinetry,MatLab,Allowance,2200.0,1,Constitution 2024-25 x1.10
Laundry Renovation,Sink x1,Mat,Allowance,330.0,1,Constitution 2024-25 x1.10
Laundry Renovation,Supply and install waterproofing to floor.,Mat,m2,660.0,1,Constitution 2024-25 x1.10
Laundry Renovation,Supply floor tiles,Mat,m2,377.3,2,Constitution 2024-25 x1.10
Laundry Renovation,Supply skirting tile,Mat,m2,55.0,2,Constitution 2024-25 x1.10
Laundry Renovation,Supply splash back tiles Allowed for 600mm high.,Mat,m2,55.0,2,Constitution 2024-25 x1.10
Laundry Renovation,"Supply, install, set and sand wall linings with square set ceilings",Sub,Allowance,1012.0,1,Constitution 2024-25 x1.10
Laundry Renovation,Tap set x1,Mat,Allowance,220.0,2,Constitution 2024-25 x1.10
Laundry Renovation,Update laundry door with VJ grooves,MatLab,Allowance,57.75,1,Constitution 2024-25 x1.10
Laundry Renovation,Washing Machine Taps,Mat,Allowance,132.0,2,Constitution 2024-25 x1.10
Lockup Carpenter,4.5mm hardiflex soffit supplied and installed including beading,MatLab,lm,104.41,1,Benecia 2022-23 x1.17
Lockup Carpenter,"Allowance for flashings to all new windows and change in cladding on the Eastern wall, replace exist flashing over Shadowclad",Mat,Allowance,228.1,1,Constitution 2024-25 x1.10
Lockup Carpenter,Build in carport section as per clients design including bracing and fine texture cladding. paint with 1 coat of undercoat and two coats of top coat to match new colour scheme,MatLab,Ea,95.44,1,Benecia 2022-23 x1.17
Lockup Carpenter,"Entrance door and two sidelights Vaucluse Premier 2040 x 820 Duracoat xvp11, door jamb, hinges, sill, entrance handle set and door knocker",MatLab,Allowance,513.27,1,Benecia 2022-23 x1.17
Lockup Carpenter,FIXINGS AND CONSUMABLES,Mat,ea,68.88,2,Constitution 2024-25 x1.10
Lockup Carpenter,FRONT DOOR CHANGE,Mat,Allowance,3017.24,1,Benecia 2022-23 x1.17
Lockup Carpenter,"Front gable and upper bay window roof replacement including electrical mains disconnect, strap and hold cabling and reconnect",MatLab,Allowance,393.71,1,Constitution 2024-25 x1.10
Lockup Carpenter,Front roof gable Infill,MatLab,Ea,76.05,1,Benecia 2022-23 x1.17
Lockup Carpenter,Install 66x18mm H3 FJ Pine Batten to new eaves.,Lab,Hour,82.5,1,Constitution 2024-25 x1.10
Lockup Carpenter,Install Aluminium windows and door,Lab,Hour,79.95,2,Benecia 2022-23 x1.17; Hilda 2021-22 x1.29
Lockup Carpenter,Install Shadowclad to new Southern and Eastern lower level external walls.,Lab,Hour,82.5,1,Constitution 2024-25 x1.10
Lockup Carpenter,Install custom made CHAMFER FJ PINE H3 PRIMED 240 x 20 cladding. (suppliers have not recommended 240mm board due to risk of cuppage and warpage),Lab,Hour,75.97,1,Constitution 2024-25 x1.10
Lockup Carpenter,Install exterior VJ sheeting to verandah ceiling. Including battening ceiling for sheet spacings and installing mouldings.,Lab,Hour,72.58,1,Constitution 2024-25 x1.10
Lockup Carpenter,Install frames on two sides of the carport to allow for new Blueboard and rendered bulkhead to hide garage door tracks,Lab,Hour,70.2,1,Benecia 2022-23 x1.17
Lockup Carpenter,Install frames on two sides of the carport to allow for new Blueboard and rendered bulkhead to hide garage door tracks and paint to match colour scheme,MatLab,Ea,2503.8,1,Benecia 2022-23 x1.17
Lockup Carpenter,"Install stops, moldings, cover strips,",Lab,Hour,71.87,2,Benecia 2022-23 x1.17; Hilda 2021-22 x1.29
Lockup Carpenter,Install timber windows and doors,Lab,Hour,66.87,1,Constitution 2024-25 x1.10
Lockup Carpenter,Labour,Lab,Hour,82.01,1,Constitution 2024-25 x1.10
Lockup Carpenter,"Labour to install cladding (Supply and Install. PRIMELINE WEATHERBOARD - 4200 x 300mm HERITAGE cladding,)",Mat,m2,83.85,1,Hilda 2021-22 x1.29
Lockup Carpenter,Lock Up hardware,Mat,Allowance,116.16,2,Benecia 2022-23 x1.17; Hilda 2021-22 x1.29
Lockup Carpenter,"Materials, consumables and deliveries, disposal of refuse",Mat,Allowance,99.69,1,Constitution 2024-25 x1.10
Lockup Carpenter,No ceiling allowed for open store area and under croft,Mat,Allowance,1.17,1,Benecia 2022-23 x1.17
Lockup Carpenter,PLASTIC UP OUTSIDE TO PROTECT FROM WEATHER,Mat,ea,90.53,1,Benecia 2022-23 x1.17
Lockup Carpenter,"PRIMELINE WEATHERBOARD - 4200 x 300mm HERITAGE cladding, (Supply and Install. PRIMELINE WEATHERBOARD - 4200 x 300mm HERITAGE cladding,)",Mat,m2,294.92,1,Hilda 2021-22 x1.29
Lockup Carpenter,Pine post wrap to 4x steel posts and install 4x new timber posts.,MatLab,Allowance,128.24,1,Constitution 2024-25 x1.10
Lockup Carpenter,"Provision to spend time on Restoration or upgrade of existing including windows and doors to prepare for painting. Scrape back and plane edges for good clearance. Replace friction sliders if required. Bog, Patch and pre prime as required for painting.",MatLab,Allowance,80.61,2,Benecia 2022-23 x1.17
Lockup Carpenter,"Provision to spend time on restoring or upgrading existing cladding, windows, doors and other unforseen items requiring rectification. Bog, patch and pre prime as required for painting.",MatLab,Allowance,1109.68,2,Constitution 2024-25 x1.10
Lockup Carpenter,Rekey external door locks,MatLab,Allowance,103.99,1,Constitution 2024-25 x1.10
Lockup Carpenter,Replace 2 x bubbling soffit sheets out the front of bedroom two,MatLab,Allowance,77.96,1,Benecia 2022-23 x1.17
Lockup Carpenter,Replace bubbling soffit sheets,MatLab,Allowance,1135.82,1,Benecia 2022-23 x1.17
Lockup Carpenter,Silicone ensuite shower screen and patch tile in ensuite niche,Sub,each,351.0,1,Benecia 2022-23 x1.17
Lockup Carpenter,Soffit and Fascia,Mat,ea,98.81,1,Hilda 2021-22 x1.29
Lockup Carpenter,"Stainless Steel DA nails (Supply and Install. PRIMELINE WEATHERBOARD - 4200 x 300mm HERITAGE cladding,)",Mat,m2,4.13,1,Hilda 2021-22 x1.29
Lockup Carpenter,"Stops, moldings, cover strips, jambs and sills",Mat,Allowance,129.41,2,Benecia 2022-23 x1.17; Hilda 2021-22 x1.29
Lockup Carpenter,Supply 66x18mm H3 FJ Pine Batten to new eaves.,Mat,lm,150.05,1,Constitution 2024-25 x1.10
Lockup Carpenter,Supply Shadowclad to new Southern and Eastern lower level external walls.,Mat,m2,1668.18,1,Constitution 2024-25 x1.10
Lockup Carpenter,Supply and Install FC infill either side of W21,Mat,Allowance,204.35,1,Constitution 2024-25 x1.10
Lockup Carpenter,"Supply and Install. CHAMFER FJ PINE H3 PRIMED 77 x 20 cladding,",MatLab,m2,146.02,1,Benecia 2022-23 x1.17
Lockup Carpenter,"Supply and install ""WH1"" style window hoods with flashings",MatLab,Allowance,78.91,1,Constitution 2024-25 x1.10
Lockup Carpenter,Supply and install roof gable decorative battening.,MatLab,Allowance,88.44,1,Constitution 2024-25 x1.10
Lockup Carpenter,Supply and install verandah brackets,MatLab,Allowance,136.6,1,Constitution 2024-25 x1.10
Lockup Carpenter,Supply custom made CHAMFER FJ PINE H3 PRIMED 240 x 20 cladding.,Mat,lm,8250.0,2,Constitution 2024-25 x1.10
Lockup Carpenter,Supply exterior VJ sheeting to verandah ceiling. Maximum length of 3660mm available won't span full length of verandah. 9mm dowel at joins as per architects notes/electrical plan,Mat,m2,928.42,1,Constitution 2024-25 x1.10
Lockup Carpenter,Window Hoods,Lab,ea,56.83,2,Hilda 2021-22 x1.29
Mechanical Services,2 x Downstairs outlets,Mat,each,491.4,1,Benecia 2022-23 x1.17
Mechanical Services,"Change return air vent covers from ""eggcrate"" design to louvred design.",Sub,Allowance,187.0,1,Constitution 2024-25 x1.10
Mechanical Services,Daikin Inverter wall mounted reverse cycle split system air conditioner supplied and installed on back wall (outdoor unit directly behind) FTXV90WVMA/RXV90WVMA Cooling - 9.0kw (2.0 - 11.2kw capacity range) Heating - 10.3kw (1.9 - 12.0kw capacity range),Sub,Allowance,2222.0,1,Constitution 2024-25 x1.10
Mechanical Services,PRICE EXCLUDES - 3 phase electrical supply and isolator to outside unit - Poured concrete slab for outdoor unit if required - Bulkhead and dropper construction,Sub,ea,1.1,1,Constitution 2024-25 x1.10
Mechanical Services,SUBJECT TO SITE VISIT. Daikin Inverter 3 phase Reverse Cycle Ducted Air Conditioner supplied and installed Cooling capacity 18.0kw (9.0 - 18.0kw capacity range) Heating capacity 20.0kw (10.0 - 20.0kw capacity range),Sub,Ea,7373.52,1,Constitution 2024-25 x1.10
Mechanical Services,SUBJECT TO SITE VISIT. Daikin Inverter 3 phase Reverse Cycle Ducted Air Conditioner supplied and installed Cooling capacity 18.0kw (9.0 - 18.0kw capacity range) Heating capacity 20.0kw (10.0 - 20.0kw capacity range),Mat,Ea,10.55,1,Constitution 2024-25 x1.10
Mechanical Services,"Supply and install, Daikin Inverter reverse cycle ducted air conditioner system",MatLab,each,13923.0,1,Benecia 2022-23 x1.17
Mechanical Services,iZone upgrade WIFI and 4G remote control Temperature controlled zones and two additional sensors downstairs,Mat,Allowance,2035.8,1,Benecia 2022-23 x1.17
Misc Jobs,CLOTHESLINE,Lab,ea,83.85,1,Hilda 2021-22 x1.29
Misc Jobs,DEMOLISH ROBINS STAIRS,Lab,ea,83.85,1,Hilda 2021-22 x1.29
Misc Jobs,Floor packing in prep for flooring,Lab,ea,83.85,1,Hilda 2021-22 x1.29
Misc Jobs,Front Deck Gate Repair,Lab,ea,83.85,1,Hilda 2021-22 x1.29
Misc Jobs,Garage bearer raised and integrated into joists,Lab,ea,90.3,1,Hilda 2021-22 x1.29
Misc Jobs,Grind Concrete slab in prep for flooring,Lab,ea,83.85,1,Hilda 2021-22 x1.29
Misc Jobs,LED STRIP LIGHTING,Lab,ea,83.85,1,Hilda 2021-22 x1.29
Misc Jobs,Landscaping,Lab,ea,65.42,1,Hilda 2021-22 x1.29
Misc Jobs,"Misc Jobs - Pick-ups, moving furniture and equipment",Lab,Hour,82.9,1,Hilda 2021-22 x1.29
Misc Jobs,Steel post restoration,Lab,ea,58.05,1,Hilda 2021-22 x1.29
PAINTING,EXTERNAL CLADDING,Lab,ea,60.05,1,Hilda 2021-22 x1.29
PAINTING,EXTERNAL WINDOWS AND DOORS,Lab,ea,65.8,1,Hilda 2021-22 x1.29
PAINTING,"GUTTERS, FASCIAS AND SOFFIT",Lab,ea,70.95,1,Hilda 2021-22 x1.29
PAINTING,HOUSE WASH,Lab,ea,70.95,1,Hilda 2021-22 x1.29
PAINTING,PAINT AND CONSUMABLES,Mat,ea,82.77,1,Hilda 2021-22 x1.29
PAINTING,PAINT LABOUR AND MATERIALS ESTIMATE,MatLab,Allowance,351.28,1,Hilda 2021-22 x1.29
Painting,Inclusions in specifications to be confirmed,Mat,Allowance,1.17,1,Benecia 2022-23 x1.17
Painting,Materials and labour for prepping and priming exposed steel posts,MatLab,Allowance,1.1,1,Constitution 2024-25 x1.10
Painting,Nightingale Painting,Sub,ea,11990.0,1,Constitution 2024-25 x1.10
Painting,Painter - External 1 coat of primer / sealer / undercoat two coats Dulux Weathershield,Lab,Hour,73.78,2,Benecia 2022-23 x1.17; Constitution 2024-25 x1.10
Painting,Painter - External Carport and screens. 1 coat of metal primer / sealer / undercoat and two coats Dulux Weathershield,Lab,Hour,67.15,1,Benecia 2022-23 x1.17
Painting,"Painter - External Front of house patch and repairs to fascia's and soffits, prepare and paint windows and French doors, 1 coat of primer / sealer / undercoat two coats Dulux Weathershield",Lab,Hour,64.35,1,Benecia 2022-23 x1.17
Painting,"Painter - External existing sides of house patch and repairs prepare and paint windows, 1 coat of primer / sealer / undercoat two coats Dulux Weathershiel",Lab,Hour,64.35,1,Benecia 2022-23 x1.17
Painting,"Painter - External house, patch and repairs to cladding, fascia's and soffits, prepare and paint windows and French doors,",Lab,Hour,92.36,1,Constitution 2024-25 x1.10
Painting,Painter - Internal 1 coat of primer / sealer / undercoat two coats Dulux Wash and Wear.  To new works,Lab,Hour,73.44,2,Benecia 2022-23 x1.17; Constitution 2024-25 x1.10
Painting,"Painter - Internal patch and repairs prepare and paint, 1 coat of primer / sealer / undercoat two coats Dulux Wash and Wear to existing bedrooms and robes",Mat,Hour,64.35,1,Benecia 2022-23 x1.17
Painting,"Painter - Internal patching, prepping and repairs",Lab,Hour,82.5,1,Constitution 2024-25 x1.10
Painting,"Painting existing back and side fence. Include wash down, prep and paint with two coats of Dulux Weathershield. Pending neighbour approval to hold overspray barrier up on neighbour side",MatLab,Allowance,82.5,1,Constitution 2024-25 x1.10
Painting,"Painting products, materials and consumables",Mat,Allowance,224.02,1,Benecia 2022-23 x1.17
Painting,"Painting products, materials and consumables.",Mat,Allowance,184.95,1,Constitution 2024-25 x1.10
Painting,Painting sliding door D02,Mat,each,330.0,1,Constitution 2024-25 x1.10
Painting,Patching and painting fascia due to spotlight relocation,Lab,Allowance,351.0,1,Benecia 2022-23 x1.17
Painting,Supply & Apply - All new & Existing work,Lab,m2,197.6,1,Carberry 2025 x1.04
Plasterer,10mm SpanShield to Ceilings throughout ground floor and Liv/kit/din/hall/new linen/WIR/ens/bath/WC & deck ceiling to first floor 10mm MastaShield to walls throughout ground floor and on first floor.,Sub,Allowance,2684.03,1,Hilda 2021-22 x1.29
Plasterer,303 Metal Ceiling battens @ 450 centres to first floor deck ceiling,Mat,Allowance,1.17,1,Benecia 2022-23 x1.17
Plasterer,6mm Villaboard to bathroom and tap wall in laundry & bath on ground floor + bath & Ensuite on first floor. 90mm Cove Cornice throughout ground floor and where new ceilings are installed on first floor.,Mat,ea,44.57,1,Hilda 2021-22 x1.29
Plasterer,6mm Villaboard to bathroom and tap wall in laundry on ground floor only,Mat,Allowance,1.17,1,Benecia 2022-23 x1.17
Plasterer,90mm Cove Cornice throughout ground floor and Kit/din/entry/new cupboards on first floor,MatLab,Allowance,1.17,1,Benecia 2022-23 x1.17
Plasterer,A128 Ornamental Cornice to rooms highlighted on attached Cornice SOW's plans,MatLab,Allowance,9815.13,1,Benecia 2022-23 x1.17
Plasterer,Bed 2 and 3 ceilings,Sub,Allowance,4201.47,1,Benecia 2022-23 x1.17
Plasterer,Below 4 options combined will achieve best results for the sound proofing required (Acoustic insulation by others and not included),Mat,ea,1.17,1,Benecia 2022-23 x1.17
Plasterer,Ceiling Rose,Mat,Allowance,409.5,1,Benecia 2022-23 x1.17
Plasterer,Cornice - to match existing  (supply/ fix/ set & sand) - adjust accordingly,Lab,Lm,20.59,1,Carberry 2025 x1.04
Plasterer,"New plastering to bed 2, 3 and bathroom",Mat,Allowance,6182.28,1,Benecia 2022-23 x1.17
Plasterer,"Option - 2nd layer of 10mm SpanShield to ground floor ceilings (excluding store room) add $1,342.44 including gst",Mat,ea,1.17,1,Benecia 2022-23 x1.17
Plasterer,"Option - Cost difference for 10mm SoundStop plasterboard to walls as highlighted in attached SOW's plans add $1,969.45  including gst",Mat,ea,1.17,1,Benecia 2022-23 x1.17
Plasterer,"Option - Resilient Mount Clips add $2,653.20 including gst",Mat,ea,1.17,1,Benecia 2022-23 x1.17
Plasterer,"Option - Suspended ceiling to ground floor add $4,956 including gst",Mat,ea,1.17,1,Benecia 2022-23 x1.17
Plasterer,Patch & repair existing as required,Lab,Allowance,42.51,2,Benecia 2022-23 x1.17; Hilda 2021-22 x1.29
Plasterer,Plasterboard and setting - standard - 10mm thick - fix to ceiling,Lab,m2,49.95,1,Carberry 2025 x1.04
Plasterer,Square set ceiling to raked ceiling in living room,Mat,Allowance,1.17,1,Benecia 2022-23 x1.17
Plasterer,Supply & Install AFS5 fire surround as specified,Mat,Allowance,1.17,1,Benecia 2022-23 x1.17
Plasterer,Supply & Install AR10 500mm diameter ceiling rose as specified,Mat,each,1.17,1,Benecia 2022-23 x1.17
Plasterer,"Supply, Fix, Set and finish, 10mm MastaShield to walls throughout ground floor and Liv/kit/din/entry/new cupboards on first floor",MatLab,Allowance,1.17,1,Benecia 2022-23 x1.17
Plasterer,"Supply, Fix, Set and finish, 10mm SpanShield to Ceilings throughout ground floor and Liv/kit/din/entry/new cupboards & deck ceiling to first floor",Sub,Allowance,17339.4,1,Benecia 2022-23 x1.17
Plasterer,Total Area - Supply and Install - Plasterboard and setting - standard - 10mm thick - fix to wall,Lab,m2,48.05,1,Carberry 2025 x1.04
Plasterer,VJ Installation,Lab,ea,83.85,1,Hilda 2021-22 x1.29
Plasterer,VJ SHEETING,Mat,ea,91.9,1,Hilda 2021-22 x1.29
Plumber,1. Supply and installation of 1x extra down pipe,Sub,Allowance,309.99,1,Constitution 2024-25 x1.10
Plumber,10. Had to extend exisitng dry floor waste pipe by 2 lengths of pipe as found level was above outlet.,Sub,Allowance,179.99,1,Constitution 2024-25 x1.10
Plumber,11. 24 Flood guards,Sub,Allowance,660.0,1,Constitution 2024-25 x1.10
Plumber,12. To disconnect and existing copper pipe on front left post and excavated and extended water main externally on front left corner up to side of house as requested to allow for timber work.,Sub,Allowance,389.99,1,Constitution 2024-25 x1.10
Plumber,7. Air con pipe to storm water pit,Sub,Allowance,169.99,1,Constitution 2024-25 x1.10
Plumber,9. Extra time and drain cleaner use to clear existing storm water and sewer drains at front of house. These were both blocked when we tried to connect new pipes into them.,Sub,Allowance,499.99,1,Constitution 2024-25 x1.10
Plumber,Allowance to install a new gas service from the gas bottles to the fire place and to the BBQ area. Each connection to be terminated with a capped ball valve. We have allowed to reconnect the existing cooktop and HWU to the new gas service.,MatLab,Ea,2901.01,1,Benecia 2022-23 x1.17
Plumber,Apprentice labour to dig trenches where machine could not access,Lab,Hour,49.5,1,Constitution 2024-25 x1.10
Plumber,CCTV and location of stormwater drain.,Sub,ea,204.65,1,Hilda 2021-22 x1.29
Plumber,Carpenters labour to help remove tree stumps along fence line with plumbers machine,Lab,Hour,82.5,1,Constitution 2024-25 x1.10
Plumber,Draw additions to sewer drains and Submit and pay form 4 to QBCC,Sub,Allowance,165.0,1,Constitution 2024-25 x1.10
Plumber,"Excavation Allowance for stormwater alterations, sewer connection for front bathroom.",Sub,Allowance,1320.0,1,Constitution 2024-25 x1.10
Plumber,Ground storm water upgrade,Mat,ea,86.26,1,Hilda 2021-22 x1.29
Plumber,Hot Water System Upgrade,Sub,each,1031.26,1,Benecia 2022-23 x1.17
Plumber,Labour to hand excavate around gas line by apprentice carpenter.,Lab,Hour,49.5,1,Constitution 2024-25 x1.10
Plumber,Labour to hand excavate around gas line by plumbers.,Lab,Allowance,660.0,1,Constitution 2024-25 x1.10
Plumber,"Provide Hot & Cold water services, Drainage and storm water system",Sub,Ea,8839.29,1,Hilda 2021-22 x1.29
Plumber,"Provide Hot & Cold water services, Drainage and storm water system including tank and overflow system to the street from tank",Sub,Ea,12588.32,1,Benecia 2022-23 x1.17
Plumber,RIVER GRAVEL FOR DRAINAGE,Mat,ea,875.2,1,Hilda 2021-22 x1.29
Plumber,Service Location,Sub,Allowance,506.0,1,Constitution 2024-25 x1.10
Plumber,Supply and install sump drains in ground level coloured concrete slab,Mat,each,4.61,1,Constitution 2024-25 x1.10
Plumber,To Install new 20mm PEX hot and cold water pipe from existing copper pipes internally and run to new main supply to new front bathroom.,Sub,Allowance,1650.0,1,Constitution 2024-25 x1.10
Plumber,To excavate and supply and install new storm water pipes from existing storm water drains at house and connect to new down pipe locations To supply and install 10 new 90mm pvc down pipes to ground level connecting to new storm water. To back fill trenches,Sub,Allowance,3850.0,1,Constitution 2024-25 x1.10
Plumber,To excavate existing sewer in front left corner of house and make connection and install new 100 elevated pipework for new bathroom at front of house.,Sub,Ea,6321.68,1,Constitution 2024-25 x1.10
Plumber,"VARIATION #001 - AS LISTED IN 15.6,15.7,15.8,15.9",Sub,ea,3578.81,1,Hilda 2021-22 x1.29
Plumber,VARIATION #002 - Extra over costs to supply a pop down brushed gold bath waste in lieu of a stand chrome bath connector. The plug and waste supplied was not fit for purpose.,Sub,ea,149.18,1,Hilda 2021-22 x1.29
Plumber,Water tank steel slim Kingspan 6000L,Mat,Ea,2663.56,1,Benecia 2022-23 x1.17
Plumber,Water tank steel slim Kingspan 6000L cost difference as per prime costs,Mat,Ea,276.87,1,Benecia 2022-23 x1.17
Plumbing & Drainage,Disconnect/Reconnect Water Tank,Lab,each,457.6,1,Carberry 2025 x1.04
Plumbing & Drainage,Domestic - Bath -  Drainage Point,Lab,each,800.8,1,Carberry 2025 x1.04
Plumbing & Drainage,Domestic - Bath - Connection,Lab,each,457.6,1,Carberry 2025 x1.04
Plumbing & Drainage,Domestic - Dishwasher Connection,Lab,each,343.2,1,Carberry 2025 x1.04
Plumbing & Drainage,Domestic - Floor Waste - Connection,Lab,each,457.6,1,Carberry 2025 x1.04
Plumbing & Drainage,Domestic - Floor Waste - Drainage Point,Lab,each,800.8,1,Carberry 2025 x1.04
Plumbing & Drainage,Domestic - Hose Taps,Lab,each,114.4,1,Carberry 2025 x1.04
Plumbing & Drainage,Domestic - Hourly Rate - Demo Set up toilets water etc,Lab,hr,114.4,1,Carberry 2025 x1.04
Plumbing & Drainage,Domestic - Kitchen Sink - Connection,Lab,each,457.6,1,Carberry 2025 x1.04
Plumbing & Drainage,Domestic - Kitchen Sink - Drainage Point,Lab,each,800.8,1,Carberry 2025 x1.04
Plumbing & Drainage,Domestic - Laundry - Washing Machine Stops,Lab,each,125.84,1,Carberry 2025 x1.04
Plumbing & Drainage,Domestic - Laundry Tub - Connection,Lab,each,457.6,1,Carberry 2025 x1.04
Plumbing & Drainage,Domestic - Laundry Tub - Drainage Point,Lab,each,800.8,1,Carberry 2025 x1.04
Plumbing & Drainage,Domestic - Shower - Connection,Lab,each,457.6,1,Carberry 2025 x1.04
Plumbing & Drainage,Domestic - Shower - Drainage Point,Lab,each,800.8,1,Carberry 2025 x1.04
Plumbing & Drainage,Domestic - Site Tap,Lab,each,114.4,1,Carberry 2025 x1.04
